USERNAME,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,TEAM_TO_WIN_MATCH,MATCH_RESULT,CORRECT_SCORE_TEAM,CORRECT_SCORE,MATCH_RESULT_POINTS,CORRECT_SCORE_POINTS
stevie,2019,8,15,15,53,57,Brighton,home,home,2-0,29.8,13.37
stevie,2019,8,15,15,53,57,Everton,home,home,2-1,17.07,8.83
stevie,2019,8,15,15,53,57,Norwich,home,home,2-0,25.14,15.05
stevie,2019,8,15,15,53,57,Liverpool,away,away,3-0,9.66,10.72
stevie,2019,8,15,15,53,57,draw,draw,draw,1-1,32.54,13.66
stevie,2019,8,15,15,53,57,draw,draw,draw,1-1,35.63,8.18
stevie,2019,8,15,15,53,57,Chelsea,home,home,2-1,18.46,10.79
stevie,2019,8,15,15,53,57,Man Utd,away,away,2-0,25.28,13.13
stevie,2019,8,15,15,53,57,Arsenal,home,home,2-0,7.3,9.27
stevie,2019,8,15,15,53,57,Bournemouth,away,away,2-1,34.09,13.32
stevie,2019,8,15,15,53,57,Brighton,home,home,2-0,29.8,13.37
stevie,2019,8,15,15,53,57,Everton,home,home,2-1,17.07,8.83
stevie,2019,8,15,15,53,57,Norwich,home,home,2-0,25.14,15.05
stevie,2019,8,15,15,53,57,Liverpool,away,away,3-0,9.66,10.72
stevie,2019,8,15,15,53,57,draw,draw,draw,1-1,32.54,13.66
stevie,2019,8,15,15,53,57,draw,draw,draw,1-1,35.63,8.18
stevie,2019,8,15,15,53,57,Chelsea,home,home,2-1,18.46,10.79
stevie,2019,8,15,15,53,57,Man Utd,away,away,2-0,25.28,13.13
stevie,2019,8,15,15,53,58,Arsenal,home,home,2-0,7.3,9.27
stevie,2019,8,15,15,53,58,Bournemouth,away,away,2-1,34.09,13.32
stevie,2019,8,15,15,53,58,Brighton,home,home,2-0,29.8,13.37
stevie,2019,8,15,15,53,58,Everton,home,home,2-1,17.07,8.83
stevie,2019,8,15,15,53,58,Norwich,home,home,2-0,25.14,15.05
stevie,2019,8,15,15,53,58,Liverpool,away,away,3-0,9.66,10.72
stevie,2019,8,15,15,53,58,draw,draw,draw,1-1,32.54,13.66
stevie,2019,8,15,15,53,58,draw,draw,draw,1-1,35.63,8.18
stevie,2019,8,15,15,53,58,Chelsea,home,home,2-1,18.46,10.79
stevie,2019,8,15,15,53,58,Man Utd,away,away,2-0,25.28,13.13
alf,2019,8,15,18,5,56,Arsenal,home,home,2-0,7.3,9.27
alf,2019,8,15,18,5,56,Aston Villa,home,home,2-1,27.27,11.1
alf,2019,8,15,18,5,56,Brighton,home,home,1-0,29.8,8.74
alf,2019,8,15,18,5,56,Everton,home,home,2-1,17.07,8.83
alf,2019,8,15,18,5,56,Newcastle,away,away,1-0,37.99,15.05
alf,2019,8,15,18,5,56,Liverpool,away,away,2-1,9.66,9.11
alf,2019,8,15,18,5,56,Man City,home,home,2-1,8.88,10.56
alf,2019,8,15,18,5,56,draw,draw,draw,Other,35.63,19.37
alf,2019,8,15,18,5,56,Chelsea,home,home,2-1,18.46,10.79
alf,2019,8,15,18,5,56,Man Utd,away,away,2-1,25.28,11.93
chris,2019,8,15,18,38,36,Arsenal,home,home,3-0,7.3,11.26
chris,2019,8,15,18,38,36,Aston Villa,home,home,2-1,27.27,11.1
chris,2019,8,15,18,38,36,draw,draw,draw,1-1,37.25,6.69
chris,2019,8,15,18,38,36,Everton,home,home,2-1,17.07,8.83
chris,2019,8,15,18,38,36,Norwich,home,home,2-0,25.14,15.05
chris,2019,8,15,18,38,36,draw,draw,draw,Other,31.72,18.35
chris,2019,8,15,18,38,36,Man City,home,home,2-1,8.88,10.56
chris,2019,8,15,18,38,36,draw,draw,draw,0-0,35.63,8.81
chris,2019,8,15,18,38,36,Leicester,away,away,2-1,45.3,20.38
chris,2019,8,15,18,38,36,Wolves,home,home,2-1,38.2,15.51
chris,2019,8,15,18,38,44,Arsenal,home,home,3-0,7.3,11.26
chris,2019,8,15,18,38,44,Aston Villa,home,home,2-1,27.27,11.1
chris,2019,8,15,18,38,44,draw,draw,draw,1-1,37.25,6.69
chris,2019,8,15,18,38,44,Everton,home,home,2-1,17.07,8.83
chris,2019,8,15,18,38,44,Norwich,home,home,2-0,25.14,15.05
chris,2019,8,15,18,38,44,draw,draw,draw,Other,31.72,18.35
chris,2019,8,15,18,38,44,Man City,home,home,2-1,8.88,10.56
chris,2019,8,15,18,38,44,draw,draw,draw,0-0,35.63,8.81
chris,2019,8,15,18,38,44,Leicester,away,away,2-1,45.3,20.38
chris,2019,8,15,18,38,44,Wolves,home,home,2-1,38.2,15.51
adrian,2019,8,16,15,45,32,Arsenal,home,home,3-0,7.3,11.26
adrian,2019,8,16,15,45,32,Bournemouth,away,away,2-1,34.09,13.32
adrian,2019,8,16,15,45,32,West Ham,away,away,2-1,32.95,12.34
adrian,2019,8,16,15,45,32,Everton,home,home,1-0,17.07,8.34
adrian,2019,8,16,15,45,32,Norwich,home,home,2-0,25.14,15.05
adrian,2019,8,16,15,45,32,Liverpool,away,away,3-1,9.66,12.86
adrian,2019,8,16,15,45,32,Man City,home,home,4-1,8.88,23.59
adrian,2019,8,16,15,45,32,Sheff Utd,home,home,3-2,29.89,51.6
adrian,2019,8,16,15,45,32,Chelsea,home,home,2-0,18.46,10.79
adrian,2019,8,16,15,45,32,Man Utd,away,away,3-1,25.28,25.06
karldale,2019,8,16,23,45,0,draw,draw,draw,1-1,30.9,17.22
karldale,2019,8,16,23,45,0,Bournemouth,away,away,2-1,34.09,13.32
karldale,2019,8,16,23,45,0,West Ham,away,away,2-1,32.95,12.34
karldale,2019,8,16,23,45,0,Everton,home,home,2-0,17.07,8.83
karldale,2019,8,16,23,45,0,Newcastle,away,away,3-1,37.99,36.38
karldale,2019,8,16,23,45,0,draw,draw,draw,1-1,31.72,11.79
karldale,2019,8,16,23,45,0,Man City,home,home,4-0,8.88,21.11
karldale,2019,8,16,23,45,0,C.Palace,away,away,2-1,34.48,16.36
karldale,2019,8,16,23,45,0,Chelsea,home,home,2-1,18.46,10.79
karldale,2019,8,16,23,45,0,Wolves,home,home,2-1,38.2,15.51
Miktor,2019,8,17,10,35,39,Arsenal,home,home,2-1,7.3,10.6
Miktor,2019,8,17,10,35,39,Bournemouth,away,away,Other,34.09,19.52
Miktor,2019,8,17,10,35,39,West Ham,away,away,3-0,32.95,34.98
Miktor,2019,8,17,10,35,39,Watford,away,away,2-1,43.9,16.68
Miktor,2019,8,17,10,35,39,Newcastle,away,away,3-0,37.99,51.43
Miktor,2019,8,17,10,35,39,Liverpool,away,away,5-0,9.66,36.43
Miktor,2019,8,17,10,35,39,Man City,home,home,3-0,8.88,12.42
Miktor,2019,8,17,10,35,39,C.Palace,away,away,1-0,34.48,10.07
Miktor,2019,8,17,10,35,39,draw,draw,draw,Other,36.24,15.28
Miktor,2019,8,17,10,35,39,Wolves,home,home,3-2,38.2,48.93
Miktor,2019,8,20,16,36,18,Aston Villa,home,home,3-1,35.91,34.02
Miktor,2019,8,20,16,36,18,Chelsea,away,away,4-0,18.64,52.65
Miktor,2019,8,20,16,36,18,Southampton,away,away,2-0,34.29,24.02
Miktor,2019,8,20,16,36,18,draw,draw,draw,1-1,32.54,13.8
Miktor,2019,8,20,16,36,18,Sheff Utd,home,home,3-1,37.99,50.77
Miktor,2019,8,20,16,36,18,Watford,home,home,2-1,23.08,12.61
Miktor,2019,8,20,16,36,18,Liverpool,home,home,3-1,12.4,13.86
Miktor,2019,8,20,16,36,18,Man City,away,away,1-0,5.9,17.81
Miktor,2019,8,20,16,36,18,Tottenham,home,home,5-1,5.9,52.05
Miktor,2019,8,20,16,36,18,Wolverhampton,home,home,3-2,18.27,67.47
colin,2019,8,21,11,43,33,Aston Villa,home,home,2-0,35.91,24.86
colin,2019,8,21,11,43,33,Norwich,home,home,2-1,40.68,23.23
colin,2019,8,21,11,43,33,Brighton,home,home,3-1,28.57,36.82
colin,2019,8,21,11,43,33,Man Utd,home,home,2-1,8.88,11.73
colin,2019,8,21,11,43,33,Leicester,away,away,2-0,25.14,16.43
colin,2019,8,21,11,43,33,West Ham,away,away,2-0,38.46,27.88
colin,2019,8,21,11,43,33,Liverpool,home,home,2-0,12.4,11.55
colin,2019,8,21,11,43,33,Man City,away,away,3-1,5.9,17.81
colin,2019,8,21,11,43,33,Tottenham,home,home,3-0,5.9,12.25
colin,2019,8,21,11,43,33,Wolverhampton,home,home,2-1,18.27,15.63
colin,2019,8,21,11,48,13,Aston Villa,home,home,2-0,35.91,24.86
colin,2019,8,21,11,48,13,Norwich,home,home,2-1,40.68,23.23
colin,2019,8,21,11,48,13,Brighton,home,home,3-1,28.57,36.82
colin,2019,8,21,11,48,13,Man Utd,home,home,2-1,8.88,11.73
colin,2019,8,21,11,48,13,Leicester,away,away,2-0,25.14,16.43
colin,2019,8,21,11,48,13,West Ham,away,away,2-0,38.46,27.88
colin,2019,8,21,11,48,13,Liverpool,home,home,2-0,12.4,11.55
colin,2019,8,21,11,48,13,Man City,away,away,3-1,5.9,17.81
colin,2019,8,21,11,48,13,Tottenham,home,home,3-0,5.9,12.25
colin,2019,8,21,11,48,13,Wolverhampton,home,home,2-1,18.27,15.63
bert,2019,8,21,15,38,50,Everton,away,away,2-1,24.31,12.43
bert,2019,8,21,15,38,50,draw,draw,draw,Other,40.68,15.28
bert,2019,8,21,15,38,50,Brighton,home,home,2-0,28.57,19.21
bert,2019,8,21,15,38,50,Man Utd,home,home,3-0,8.88,13.8
bert,2019,8,21,15,38,50,draw,draw,draw,1-1,36.87,9.71
bert,2019,8,21,15,38,50,West Ham,away,away,2-0,38.46,27.88
bert,2019,8,21,15,38,50,draw,draw,draw,Other,38.02,13.88
bert,2019,8,21,15,38,50,Man City,away,away,3-0,5.9,13.76
bert,2019,8,21,15,38,50,Tottenham,home,home,4-0,5.9,18.37
bert,2019,8,21,15,38,50,Wolverhampton,home,home,2-0,18.27,13.99
stevie,2019,8,22,17,17,28,Everton,away,away,2-0,24.31,17.01
stevie,2019,8,22,17,17,28,Chelsea,away,away,2-1,18.64,13.94
stevie,2019,8,22,17,17,28,draw,draw,draw,1-1,37.14,11.21
stevie,2019,8,22,17,17,28,Man Utd,home,home,3-0,8.88,13.8
stevie,2019,8,22,17,17,28,Leicester,away,away,2-0,25.14,16.43
stevie,2019,8,22,17,17,28,Watford,home,home,2-1,23.08,12.61
stevie,2019,8,22,17,17,28,Liverpool,home,home,3-1,12.4,13.86
stevie,2019,8,22,17,17,28,Man City,away,away,3-1,5.9,17.81
stevie,2019,8,22,17,17,28,Tottenham,home,home,2-0,5.9,10.72
stevie,2019,8,22,17,17,28,draw,draw,draw,1-1,33.89,11.52
stevie,2019,8,22,17,17,29,Everton,away,away,2-0,24.31,17.01
stevie,2019,8,22,17,17,29,Chelsea,away,away,2-1,18.64,13.94
stevie,2019,8,22,17,17,29,draw,draw,draw,1-1,37.14,11.21
stevie,2019,8,22,17,17,29,Man Utd,home,home,3-0,8.88,13.8
stevie,2019,8,22,17,17,29,Leicester,away,away,2-0,25.14,16.43
stevie,2019,8,22,17,17,29,Watford,home,home,2-1,23.08,12.61
stevie,2019,8,22,17,17,29,Liverpool,home,home,3-1,12.4,13.86
stevie,2019,8,22,17,17,29,Man City,away,away,3-1,5.9,17.81
stevie,2019,8,22,17,17,29,Tottenham,home,home,2-0,5.9,10.72
stevie,2019,8,22,17,17,29,draw,draw,draw,1-1,33.89,11.52
stevie,2019,8,22,17,17,29,Everton,away,away,2-0,24.31,17.01
stevie,2019,8,22,17,17,29,Chelsea,away,away,2-1,18.64,13.94
stevie,2019,8,22,17,17,29,draw,draw,draw,1-1,37.14,11.21
stevie,2019,8,22,17,17,29,Man Utd,home,home,3-0,8.88,13.8
stevie,2019,8,22,17,17,29,Leicester,away,away,2-0,25.14,16.43
stevie,2019,8,22,17,17,29,Watford,home,home,2-1,23.08,12.61
stevie,2019,8,22,17,17,29,Liverpool,home,home,3-1,12.4,13.86
stevie,2019,8,22,17,17,29,Man City,away,away,3-1,5.9,17.81
stevie,2019,8,22,17,17,29,Tottenham,home,home,2-0,5.9,10.72
stevie,2019,8,22,17,17,29,draw,draw,draw,1-1,33.89,11.52
stevie,2019,8,22,17,17,30,Everton,away,away,2-0,24.31,17.01
stevie,2019,8,22,17,17,30,Chelsea,away,away,2-1,18.64,13.94
stevie,2019,8,22,17,17,30,draw,draw,draw,1-1,37.14,11.21
stevie,2019,8,22,17,17,30,Man Utd,home,home,3-0,8.88,13.8
stevie,2019,8,22,17,17,30,Leicester,away,away,2-0,25.14,16.43
stevie,2019,8,22,17,17,30,Watford,home,home,2-1,23.08,12.61
stevie,2019,8,22,17,17,30,Liverpool,home,home,3-1,12.4,13.86
stevie,2019,8,22,17,17,30,Man City,away,away,3-1,5.9,17.81
stevie,2019,8,22,17,17,30,Tottenham,home,home,2-0,5.9,10.72
stevie,2019,8,22,17,17,30,draw,draw,draw,1-1,33.89,11.52
stevie,2019,8,22,17,17,30,Everton,away,away,2-0,24.31,17.01
stevie,2019,8,22,17,17,30,Chelsea,away,away,2-1,18.64,13.94
stevie,2019,8,22,17,17,30,draw,draw,draw,1-1,37.14,11.21
stevie,2019,8,22,17,17,30,Man Utd,home,home,3-0,8.88,13.8
stevie,2019,8,22,17,17,30,Leicester,away,away,2-0,25.14,16.43
stevie,2019,8,22,17,17,30,Watford,home,home,2-1,23.08,12.61
stevie,2019,8,22,17,17,30,Liverpool,home,home,3-1,12.4,13.86
stevie,2019,8,22,17,17,30,Man City,away,away,3-1,5.9,17.81
stevie,2019,8,22,17,17,30,Tottenham,home,home,2-0,5.9,10.72
stevie,2019,8,22,17,17,30,draw,draw,draw,1-1,33.89,11.52
stevie,2019,8,22,17,17,30,Everton,away,away,2-0,24.31,17.01
stevie,2019,8,22,17,17,30,Chelsea,away,away,2-1,18.64,13.94
stevie,2019,8,22,17,17,30,draw,draw,draw,1-1,37.14,11.21
stevie,2019,8,22,17,17,30,Man Utd,home,home,3-0,8.88,13.8
stevie,2019,8,22,17,17,30,Leicester,away,away,2-0,25.14,16.43
stevie,2019,8,22,17,17,30,Watford,home,home,2-1,23.08,12.61
stevie,2019,8,22,17,17,30,Liverpool,home,home,3-1,12.4,13.86
stevie,2019,8,22,17,17,30,Man City,away,away,3-1,5.9,17.81
stevie,2019,8,22,17,17,30,Tottenham,home,home,2-0,5.9,10.72
stevie,2019,8,22,17,17,30,draw,draw,draw,1-1,33.89,11.52
stevie,2019,8,22,17,18,57,Everton,away,away,2-0,24.31,17.01
stevie,2019,8,22,17,18,57,Chelsea,away,away,2-1,18.64,13.94
stevie,2019,8,22,17,18,57,draw,draw,draw,1-1,37.14,11.21
stevie,2019,8,22,17,18,57,Man Utd,home,home,3-0,8.88,13.8
stevie,2019,8,22,17,18,57,Leicester,away,away,2-0,25.14,16.43
stevie,2019,8,22,17,18,57,Watford,home,home,2-1,23.08,12.61
stevie,2019,8,22,17,18,57,Liverpool,home,home,3-1,12.4,13.86
stevie,2019,8,22,17,18,57,Man City,away,away,3-1,5.9,17.81
stevie,2019,8,22,17,18,57,Tottenham,home,home,2-0,5.9,10.72
stevie,2019,8,22,17,18,57,draw,draw,draw,1-1,33.89,11.52
alf,2019,8,22,18,32,11,Everton,away,away,2-1,24.31,12.43
alf,2019,8,22,18,32,11,Chelsea,away,away,2-0,18.64,17.03
alf,2019,8,22,18,32,11,draw,draw,draw,Other,37.14,21.71
alf,2019,8,22,18,32,11,Man Utd,home,home,2-1,8.88,11.73
alf,2019,8,22,18,32,11,Leicester,away,away,2-1,25.14,14.93
alf,2019,8,22,18,32,11,draw,draw,draw,1-1,38.46,9.29
alf,2019,8,22,18,32,11,Liverpool,home,home,3-1,12.4,13.86
alf,2019,8,22,18,32,11,Man City,away,away,3-0,5.9,13.76
alf,2019,8,22,18,32,11,Tottenham,home,home,3-0,5.9,12.25
alf,2019,8,22,18,32,11,Wolverhampton,home,home,2-1,18.27,15.63
chris,2019,8,23,11,8,16,Everton,away,away,1-0,24.31,13.09
chris,2019,8,23,11,8,16,Norwich,home,home,2-1,40.68,23.23
chris,2019,8,23,11,8,16,Brighton,home,home,2-1,28.57,16.01
chris,2019,8,23,11,8,16,Man Utd,home,home,3-0,8.88,13.8
chris,2019,8,23,11,8,16,Leicester,away,away,2-0,25.14,16.43
chris,2019,8,23,11,8,16,Watford,home,home,2-1,23.08,12.61
chris,2019,8,23,11,8,16,draw,draw,draw,Other,38.02,13.88
chris,2019,8,23,11,8,16,Man City,away,away,3-1,5.9,17.81
chris,2019,8,23,11,8,16,Tottenham,home,home,3-0,5.9,12.25
chris,2019,8,23,11,8,16,draw,draw,draw,1-1,33.89,11.52
karldale,2019,8,23,13,4,17,draw,draw,draw,1-1,39.78,9.81
karldale,2019,8,23,13,4,17,draw,draw,draw,Other,40.68,15.28
karldale,2019,8,23,13,4,17,Southampton,away,away,2-1,34.29,19.21
karldale,2019,8,23,13,4,17,Man Utd,home,home,2-1,8.88,11.73
karldale,2019,8,23,13,4,17,Leicester,away,away,3-1,25.14,31.36
karldale,2019,8,23,13,4,17,draw,draw,draw,1-1,38.46,9.29
karldale,2019,8,23,13,4,17,Liverpool,home,home,3-1,12.4,13.86
karldale,2019,8,23,13,4,17,Man City,away,away,4-0,5.9,19.43
karldale,2019,8,23,13,4,17,Tottenham,home,home,1-0,5.9,11.48
karldale,2019,8,23,13,4,17,draw,draw,draw,1-1,33.89,11.52
adrian,2019,8,23,13,5,38,Everton,away,away,2-1,24.31,12.43
adrian,2019,8,23,13,5,38,Chelsea,away,away,1-0,18.64,17.03
adrian,2019,8,23,13,5,38,draw,draw,draw,1-1,37.14,11.21
adrian,2019,8,23,13,5,38,Man Utd,home,home,2-0,8.88,9.66
adrian,2019,8,23,13,5,38,Leicester,away,away,2-1,25.14,14.93
adrian,2019,8,23,13,5,38,draw,draw,draw,0-0,38.46,17.26
adrian,2019,8,23,13,5,38,Liverpool,home,home,3-1,12.4,13.86
adrian,2019,8,23,13,5,38,Man City,away,away,3-1,5.9,17.81
adrian,2019,8,23,13,5,38,Tottenham,home,home,4-0,5.9,18.37
adrian,2019,8,23,13,5,38,Wolverhampton,home,home,2-0,18.27,13.99
Miktor,2019,8,23,17,28,45,Aston Villa,home,home,1-0,35.91,17.01
Miktor,2019,8,23,17,28,45,Chelsea,away,away,Other,18.64,12.7
Miktor,2019,8,23,17,28,45,Brighton,home,home,3-1,28.57,36.82
Miktor,2019,8,23,17,28,45,C.Palace,away,away,2-0,58.58,56.59
Miktor,2019,8,23,17,28,45,Leicester,away,away,3-2,25.14,61.23
Miktor,2019,8,23,17,28,45,West Ham,away,away,Other,38.46,17.9
Miktor,2019,8,23,17,28,45,Liverpool,home,home,2-0,12.4,11.55
Miktor,2019,8,23,17,28,45,Bournemouth,home,home,2-1,62.73,66.37
Miktor,2019,8,23,17,28,45,Tottenham,home,home,3-2,5.9,44.4
Miktor,2019,8,23,17,28,45,Burnley,away,away,3-1,47.84,67.47
Miktor,2019,8,28,6,38,10,Man Utd,away,away,4-0,22.95,50.56
Miktor,2019,8,28,6,38,10,draw,draw,draw,0-0,30.61,18
Miktor,2019,8,28,6,38,10,Aston Villa,away,away,2-1,37.99,15.9
Miktor,2019,8,28,6,38,10,draw,draw,draw,0-0,39.38,16.76
Miktor,2019,8,28,6,38,10,Brighton,away,away,Other,76.23,52.54
Miktor,2019,8,28,6,38,10,Newcastle,home,home,2-1,28.74,12.96
Miktor,2019,8,28,6,38,10,Norwich,away,away,3-1,39.68,38.61
Miktor,2019,8,28,6,38,10,Burnley,home,home,Other,60.69,32.65
Miktor,2019,8,28,6,38,10,Wolves,away,away,3-1,39.11,39.88
Miktor,2019,8,28,6,38,10,draw,draw,draw,1-1,40.68,8.89
adrian,2019,8,28,13,21,4,draw,draw,draw,1-1,36.07,8.63
adrian,2019,8,28,13,21,4,Chelsea,home,home,3-1,8.16,18
adrian,2019,8,28,13,21,4,Aston Villa,away,away,2-1,37.99,15.9
adrian,2019,8,28,13,21,4,Leicester,home,home,2-0,15.63,10.62
adrian,2019,8,28,13,21,4,Man City,home,home,5-0,2.47,17.25
adrian,2019,8,28,13,21,4,draw,draw,draw,1-1,37.93,7.66
adrian,2019,8,28,13,21,4,draw,draw,draw,1-1,39.68,10.65
adrian,2019,8,28,13,21,4,Liverpool,away,away,3-1,7.51,16.67
adrian,2019,8,28,13,21,4,Wolves,away,away,1-0,39.11,11.73
adrian,2019,8,28,13,21,4,draw,draw,draw,1-1,40.68,8.89
alf,2019,8,28,13,55,49,Man Utd,away,away,2-1,22.95,11.72
alf,2019,8,28,13,55,49,Chelsea,home,home,2-1,8.16,12.46
alf,2019,8,28,13,55,49,draw,draw,draw,1-1,36.87,8.56
alf,2019,8,28,13,55,49,Leicester,home,home,2-0,15.63,10.62
alf,2019,8,28,13,55,49,Man City,home,home,4-0,2.47,11.76
alf,2019,8,28,13,55,49,Newcastle,home,home,1-0,28.74,10.02
alf,2019,8,28,13,55,49,West Ham,home,home,2-1,20.63,12.65
alf,2019,8,28,13,55,49,Liverpool,away,away,1-0,7.51,10.42
alf,2019,8,28,13,55,49,draw,draw,draw,Other,36.31,15.9
alf,2019,8,28,13,55,49,draw,draw,draw,Other,40.68,11.01
Miktor,2019,8,28,14,18,17,Southampton,home,home,3-1,40.98,41.93
Miktor,2019,8,28,14,18,17,Chelsea,home,home,4-1,8.16,29.08
Miktor,2019,8,28,14,18,17,C.Palace,home,home,1-0,25.14,10.4
Miktor,2019,8,28,14,18,17,Leicester,home,home,Other,15.63,10.7
Miktor,2019,8,28,14,18,17,Brighton,away,away,1-0,76.23,79.98
Miktor,2019,8,28,14,18,17,Watford,away,away,3-1,33.33,30.64
Miktor,2019,8,28,14,18,17,Norwich,away,away,1-0,39.68,25.3
Miktor,2019,8,28,14,18,17,Liverpool,away,away,3-2,7.51,40.3
Miktor,2019,8,28,14,18,17,Wolves,away,away,3-2,39.11,48.09
Miktor,2019,8,28,14,18,17,draw,draw,draw,Other,40.68,11.01
bert,2019,8,28,14,21,3,Southampton,home,home,1-0,40.98,13.57
bert,2019,8,28,14,21,3,Chelsea,home,home,3-0,8.16,13.15
bert,2019,8,28,14,21,3,draw,draw,draw,1-1,36.87,8.56
bert,2019,8,28,14,21,3,Leicester,home,home,2-0,15.63,10.62
bert,2019,8,28,14,21,3,Man City,home,home,4-0,2.47,11.76
bert,2019,8,28,14,21,3,Newcastle,home,home,2-0,28.74,15.32
bert,2019,8,28,14,21,3,Norwich,away,away,3-2,39.68,38.61
bert,2019,8,28,14,21,3,Liverpool,away,away,2-0,7.51,9.73
bert,2019,8,28,14,21,3,Wolves,away,away,1-0,39.11,11.73
bert,2019,8,28,14,21,3,Arsenal,home,home,2-1,26.84,11.86
karldale,2019,8,29,23,25,57,Man Utd,away,away,2-0,22.95,12.33
karldale,2019,8,29,23,25,57,Chelsea,home,home,2-0,8.16,9.69
karldale,2019,8,29,23,25,57,draw,draw,draw,1-1,36.87,8.56
karldale,2019,8,29,23,25,57,Leicester,home,home,2-0,15.63,10.62
karldale,2019,8,29,23,25,57,Man City,home,home,3-0,2.47,10.19
karldale,2019,8,29,23,25,57,draw,draw,draw,1-1,37.93,7.66
karldale,2019,8,29,23,25,57,West Ham,home,home,2-1,20.63,12.65
karldale,2019,8,29,23,25,57,draw,draw,draw,1-1,31.79,15.28
karldale,2019,8,29,23,25,57,Everton,home,home,2-0,24.58,12.9
karldale,2019,8,29,23,25,57,draw,draw,draw,1-1,40.68,8.89
stevie,2019,8,30,13,30,10,Man Utd,away,away,2-1,22.95,11.72
stevie,2019,8,30,13,30,10,Chelsea,home,home,2-1,8.16,12.46
stevie,2019,8,30,13,30,10,draw,draw,draw,0-0,36.87,12.23
stevie,2019,8,30,13,30,10,Bournemouth,away,away,2-1,45,19
stevie,2019,8,30,13,30,10,Man City,home,home,5-0,2.47,17.25
stevie,2019,8,30,13,30,10,Newcastle,home,home,1-0,28.74,10.02
stevie,2019,8,30,13,30,10,Norwich,away,away,2-1,39.68,19.97
stevie,2019,8,30,13,30,10,Liverpool,away,away,3-1,7.51,16.67
stevie,2019,8,30,13,30,10,Everton,home,home,2-1,24.58,11.73
stevie,2019,8,30,13,30,10,Arsenal,home,home,2-1,26.84,11.86
stevie,2019,8,30,13,30,12,Man Utd,away,away,2-1,22.95,11.72
stevie,2019,8,30,13,30,12,Chelsea,home,home,2-1,8.16,12.46
stevie,2019,8,30,13,30,12,draw,draw,draw,0-0,36.87,12.23
stevie,2019,8,30,13,30,12,Bournemouth,away,away,2-1,45,19
stevie,2019,8,30,13,30,12,Man City,home,home,5-0,2.47,17.25
stevie,2019,8,30,13,30,12,Newcastle,home,home,1-0,28.74,10.02
stevie,2019,8,30,13,30,12,Norwich,away,away,2-1,39.68,19.97
stevie,2019,8,30,13,30,12,Liverpool,away,away,3-1,7.51,16.67
stevie,2019,8,30,13,30,12,Everton,home,home,2-1,24.58,11.73
stevie,2019,8,30,13,30,12,Arsenal,home,home,2-1,26.84,11.86
stevie,2019,8,30,13,30,12,Man Utd,away,away,2-1,22.95,11.72
stevie,2019,8,30,13,30,12,Chelsea,home,home,2-1,8.16,12.46
stevie,2019,8,30,13,30,12,draw,draw,draw,0-0,36.87,12.23
stevie,2019,8,30,13,30,12,Bournemouth,away,away,2-1,45,19
stevie,2019,8,30,13,30,12,Man City,home,home,5-0,2.47,17.25
stevie,2019,8,30,13,30,12,Newcastle,home,home,1-0,28.74,10.02
stevie,2019,8,30,13,30,12,Norwich,away,away,2-1,39.68,19.97
stevie,2019,8,30,13,30,12,Liverpool,away,away,3-1,7.51,16.67
stevie,2019,8,30,13,30,12,Everton,home,home,2-1,24.58,11.73
stevie,2019,8,30,13,30,12,Arsenal,home,home,2-1,26.84,11.86
stevie,2019,8,30,13,30,12,Man Utd,away,away,2-1,22.95,11.72
stevie,2019,8,30,13,30,12,Chelsea,home,home,2-1,8.16,12.46
stevie,2019,8,30,13,30,12,draw,draw,draw,0-0,36.87,12.23
stevie,2019,8,30,13,30,12,Bournemouth,away,away,2-1,45,19
stevie,2019,8,30,13,30,12,Man City,home,home,5-0,2.47,17.25
stevie,2019,8,30,13,30,12,Newcastle,home,home,1-0,28.74,10.02
stevie,2019,8,30,13,30,12,Norwich,away,away,2-1,39.68,19.97
stevie,2019,8,30,13,30,12,Liverpool,away,away,3-1,7.51,16.67
stevie,2019,8,30,13,30,12,Everton,home,home,2-1,24.58,11.73
stevie,2019,8,30,13,30,12,Arsenal,home,home,2-1,26.84,11.86
stevie,2019,8,30,13,30,13,Man Utd,away,away,2-1,22.95,11.72
stevie,2019,8,30,13,30,13,Chelsea,home,home,2-1,8.16,12.46
stevie,2019,8,30,13,30,13,draw,draw,draw,0-0,36.87,12.23
stevie,2019,8,30,13,30,13,Bournemouth,away,away,2-1,45,19
stevie,2019,8,30,13,30,13,Man City,home,home,5-0,2.47,17.25
stevie,2019,8,30,13,30,13,Newcastle,home,home,1-0,28.74,10.02
stevie,2019,8,30,13,30,13,Norwich,away,away,2-1,39.68,19.97
stevie,2019,8,30,13,30,13,Liverpool,away,away,3-1,7.51,16.67
stevie,2019,8,30,13,30,13,Everton,home,home,2-1,24.58,11.73
stevie,2019,8,30,13,30,13,Arsenal,home,home,2-1,26.84,11.86
chris,2019,8,30,17,4,43,draw,draw,draw,1-1,36.07,8.63
chris,2019,8,30,17,4,43,Chelsea,home,home,3-0,8.16,13.15
chris,2019,8,30,17,4,43,draw,draw,draw,1-1,36.87,8.56
chris,2019,8,30,17,4,43,Leicester,home,home,3-1,15.63,14.53
chris,2019,8,30,17,4,43,Man City,home,home,4-1,2.47,26.66
chris,2019,8,30,17,4,43,Newcastle,home,home,2-1,28.74,12.96
